name,cname,symbol
First National Corp. (Virginia),First National Corp. (Virginia),FXNC
Compass Digital Acquisition Corp.,Compass Digital Acquisition Corp.,CDAQ
"The ONE Group Hospitality, Inc.","The ONE Group Hospitality, Inc.",STKS
"CB Financial Services, Inc.","CB Financial Services, Inc.",CBFV
"GSI Technology, Inc.",广船国际技术,GSIT
Compass Digital Acquisition Corp.,Compass Digital Acquisition Corp.,CDAQU
John Hancock Investors Trust,JHI基金,JHI
"PHX Minerals, Inc.",潘汉德尔油气,PHX
"OFS Credit Co., Inc.","OFS Credit Co., Inc.",OCCI
"Advanced Emissions Solutions, Inc.","Advanced Emissions Solutions, Inc.",ADES
"ARC Document Solutions, Inc.",美国图文公司,ARC
"Athira Pharma, Inc.","Athira Pharma, Inc.",ATHA
Nuveen Select Maturities Municipal Fund,纽文精选市政基金,NIM
TRX Gold Corp.,TRX Gold Corp.,TRX
"Western Asset Intermediate Muni Fund, Inc.","Western Asset Intermediate Muni Fund, Inc.",SBI
Spree Acquisition Corp. 1 Ltd.,Spree Acquisition Corp. 1 Ltd.,SHAP
Innovative International Acquisition Corp.,Innovative International Acquisition Corp.,IOAC
"Era Group, Inc.","Era Group, Inc.",ERA
Perception Capital Corp. III,Perception Capital Corp. III,PFTA
Cartica Acquisition Corp.,Cartica Acquisition Corp.,CITE
SuRo Capital Corp.,SuRo Capital Corp.,SSSS
"Landmark Bancorp, Inc. (Kansas)",兰德马克银行,LARK
"Chimerix, Inc.","Chimerix, Inc.",CMRX
Capitalworks Emerging Markets Acquisition Corp.,Capitalworks Emerging Markets Acquisition Corp.,CMCA
"Red Robin Gourmet Burgers, Inc.","Red Robin Gourmet Burgers, Inc.",RRGB
Epsilon Energy Ltd.,Epsilon Energy Ltd.,EPSN
"PARTS iD, Inc.","PARTS iD, Inc.",LGC
Parsec Capital Acquisitions Corp.,Parsec Capital Acquisitions Corp.,PCX
"Acrivon Therapeutics, Inc.","Acrivon Therapeutics, Inc.",ACRV
Target Global Acquisition I Corp.,Target Global Acquisition I Corp.,TGAA
LRAD Corp.,LRAD Corp.,LRAD
Catcha Investment Corp.,Catcha Investment Corp.,CHAA
"CervoMed, Inc.","CervoMed, Inc.",CRVO
"Cyteir Therapeutics, Inc.",氰特工业,CYT
Great Ajax Corp.,Great Ajax Corp.,AJXA
Big Rock Partners Acquisition Corp.,Big Rock Partners Acquisition Corp.,BRPAU
Great Ajax Corp.,Great Ajax Corp.,AJX
Chain Bridge I,Chain Bridge I,CBRG
"PetMed Express, Inc.","PetMed Express, Inc.",PETS
"Wecast Network, Inc. Common Stock","Wecast Network, Inc. Common Stock",WCST
Azure Power Global Ltd.,Azure Power Global Ltd.,AZRE
"Alio Gold, Inc.","Alio Gold, Inc.",ALO
Capitol Investment Corp. IV,Capitol Investment Corp. IV,CIC
"CarParts.com, Inc.","CarParts.com, Inc.",PRTS
Mynaric AG,Mynaric AG,MYNA
"Alithya Group, Inc.","Alithya Group, Inc.",ALYA
"Westwood Holdings Group, Inc.","Westwood Holdings Group, Inc.",WHG
"Golden Matrix Group, Inc.","Golden Matrix Group, Inc.",GMGI
Zions Bancorporation,Zions Bancorporation,ZBK
"PowerFleet, Inc.","PowerFleet, Inc.",PWFL
BlackRock Strategic Municipal Trust,BSD信托,BSD
"Flaherty & Crumrine Preferred & Income Opportunity Fund, Inc.",弗莱厄蒂克伦兰保富成长基金,PFO
Cartica Acquisition Corp.,Cartica Acquisition Corp.,CITEU
"Unifi, Inc.",仪化宇辉,UFI
DP Cap Acquisition Corp. I,DP Cap Acquisition Corp. I,DPCS
Nuveen Mortgage Opportunity Term Fund 2,Nuveen Mortgage Opportunity Term Fund 2,JMT
"Entergy Utility Group, Inc.","Entergy Utility Group, Inc.",ENO
"American Outdoor Brands, Inc.","American Outdoor Brands, Inc.",AOUT
MV Oil Trust,MV Oil Trust,MVO
Southport Acquisition Corp.,Southport Acquisition Corp.,PORT
"IsoRay, Inc.","IsoRay, Inc.",ISR
"SurgePays, Inc.","SurgePays, Inc.",SURG
"iSun, Inc.","iSun, Inc.",PECK
"FRONTEO, Inc.","FRONTEO, Inc.",FTEO
"Heritage Global, Inc.","Heritage Global, Inc.",HGBL
5:01 Acquisition Corp.,5:01 Acquisition Corp.,FVAM
Ascent Industries Co.,Ascent Industries Co.,ACNT
"Aberdeen Australia Equity Fund, Inc.","Aberdeen Australia Equity Fund, Inc.",IAF
Monterey Capital Acquisition Corp.,Monterey Capital Acquisition Corp.,MCAC
Kayne Anderson Acquisition Corp.,Kayne Anderson Acquisition Corp.,KAAC
"Vivani Medical, Inc.","Vivani Medical, Inc.",VANI
Cushing NextGen Infrastructure Income Fund,Cushing NextGen Infrastructure Income Fund,SZC
"Affinity Bancshares, Inc.","Affinity Bancshares, Inc.",AFBI
Priveterra Acquisition Corp. II,Priveterra Acquisition Corp. II,TMKR
"Universal Electronics, Inc.","Universal Electronics, Inc.",UEIC
"99 Acquisition Group, Inc.","99 Acquisition Group, Inc.",NNAGU
"Gamco Natural Resources, Gold & Income Trust","Gamco Natural Resources, Gold & Income Trust",GNT
"BGSF, Inc.","BGSF, Inc.",BGSF
Nuveen Georgia Quality Municipal Income Fund,Nuveen Georgia Quality Municipal Income Fund,NKG
RMR Mortgage Trust,RMR Mortgage Trust,RMRM
"AmTrust Financial Services, Inc. (New York)","AmTrust Financial Services, Inc. (New York)",AFSS
Murphy Canyon Acquisition Corp.,Murphy Canyon Acquisition Corp.,MURF
Monterey Capital Acquisition Corp.,Monterey Capital Acquisition Corp.,MCACU
a.k.a. Brands Holding Corp.,a.k.a. Brands Holding Corp.,AKA
"China Digital TV Holding Co., Ltd.",北京永新视博数字电视技术有限公司,STV
"Protalix Biotherapeutics, Inc.","Protalix Biotherapeutics, Inc.",PLX
"Limestone Bancorp, Inc.","Limestone Bancorp, Inc.",PBIB
Social Leverage Acquisition Corp. I,Social Leverage Acquisition Corp. I,SLAC
VOC Energy Trust,VOC Energy Trust,VOC
The Gabelli Global Small & Mid Cap Value Trust,The Gabelli Global Small & Mid Cap Value Trust,GGZ
Anzu Special Acquisition Corp. I,Anzu Special Acquisition Corp. I,ANZU
"Riverview Bancorp, Inc.","Riverview Bancorp, Inc.",RVSB
Fast Acquisition Corp. II,Fast Acquisition Corp. II,FZT
CSLM Acquisition Corp.,CSLM Acquisition Corp.,CSLM
"The Swiss Helvetia Fund, Inc.",瑞士赫尔维蒂基金,SWZ
Dynagas LNG Partners LP,Dynagas LNG Partners LP,DLNG
Argo Blockchain Plc,Argo Blockchain Plc,ARBK
LIV Capital Acquisition Corp.,LIV Capital Acquisition Corp.,LIVK
"Eagle Bancorp Montana, Inc.","Eagle Bancorp Montana, Inc.",EBMT
Radio One,第一电台,ROIAK
"Genius Brands International, Inc.","Genius Brands International, Inc.",GNUS
"RiverNorth Opportunistic Municipal Income Fund, Inc.","RiverNorth Opportunistic Municipal Income Fund, Inc.",RMI
"99 Acquisition Group, Inc.","99 Acquisition Group, Inc.",NNAG
"Thunder Bridge Capital Partners IV, Inc.","Thunder Bridge Capital Partners IV, Inc.",THCP
"Cartesian Therapeutics, Inc.","Cartesian Therapeutics, Inc.",RNAC
Pacholder High Yield Fund Inc,Pacholder High Yield Fund Inc,PHF
Quantum Fintech Acquisition Corp.,Quantum Fintech Acquisition Corp.,QFTA
Coliseum Acquisition Corp.,Coliseum Acquisition Corp.,MITA
"So-Young International, Inc.",新氧科技,SY
Martin Midstream Partners LP,Martin Midstream Partners LP,MMLP
Lionheart III Corp.,富达南方银行,LION
Cohen & Steers MLP Income & Energy Opportunity Fund Inc,Cohen & Steers MLP Income & Energy Opportunity Fund Inc,MIE
Great Elm Capital Corp.,Great Elm Capital Corp.,GECC
Quinpario Acquisiton corp. - Unit,Quinpario Acquisiton corp. - Unit,QPACU
Finward Bancorp,Finward Bancorp,FNWD
"Research Solutions, Inc.","Research Solutions, Inc.",RSSS
Jupiter Wellness Acquisition Corp.,Jupiter Wellness Acquisition Corp.,JWAC
two (United States),two (United States),TWOA
"Anixa Biosciences, Inc.","Anixa Biosciences, Inc.",ANIX
Toro Corp.,Toro Corp.,TORO
Bellevue Life Sciences Acquisition Corp.,Bellevue Life Sciences Acquisition Corp.,BLACU
BlueRiver Acquisition Corp.,BlueRiver Acquisition Corp.,BLUA
Fenbo Holdings Ltd.,Fenbo Holdings Ltd.,FEBO
"Forian, Inc.","Forian, Inc.",FORA
Office Properties Income Trust,Office Properties Income Trust,OPI
Finnovate Acquisition Corp.,Finnovate Acquisition Corp.,FNVT
SHL Telemedicine Ltd.,SHL Telemedicine Ltd.,SHLT
Cherry Hill Mortgage Investment Corp.,Cherry Hill Mortgage Investment Corp.,CHMI
"AudioEye, Inc.","AudioEye, Inc.",AEYE
VictoryShares International Volatility Wtd ETF,智能照明,CIL
"Outlook Therapeutics, Inc.","Outlook Therapeutics, Inc.",OTLK
"Myomo, Inc.","Myomo, Inc.",MYO
"BM Technologies, Inc.","BM Technologies, Inc.",MFAC
"Mastech Digital, Inc.","Mastech Digital, Inc.",MHH
"Zenvia, Inc.","Zenvia, Inc.",ZENV
"Intevac, Inc.",因特瓦克,IVAC
PTK Acquisition Corp.,PTK Acquisition Corp.,PTK
Prairie Operating Co.,Prairie Operating Co.,PROP
MFS Government Markets Income Trust,MFSA政府投资基金,MGF
Silicom Ltd.,矽晶电信,SILC
Mallard Acquisition Corp.,Mallard Acquisition Corp.,MACUU
"Sound Financial Bancorp, Inc.","Sound Financial Bancorp, Inc.",SFBC
Direxion Daily S&P Biotech Bear 3X Shares,Direxion Daily S&P Biotech Bear 3X Shares,LABD
Edoc Acquisition Corp.,Edoc Acquisition Corp.,ADOCU
Nuveen Massachusetts Quality Municipal Income Fund,纽文马萨诸塞市保基金,NMT
"iHuman, Inc.",洪恩,IH
TOP Financial Group Ltd.,TOP Financial Group Ltd.,TOP
Xunlei Ltd.,迅雷,XNET
MARS Acquisition Corp.,MARS Acquisition Corp.,MARXU
Two Roads Shared Trust,Two Roads Shared Trust,AFIF
Hawks Acquisition Corp.,Hawks Acquisition Corp.,HWKZ
Alarum Technologies Ltd.,Alarum Technologies Ltd.,ALAR
AlphaVest Acquisition Corp.,AlphaVest Acquisition Corp.,ATMV
"Rivernorth Flexible Municipal Income Fund, Inc.","Rivernorth Flexible Municipal Income Fund, Inc.",RFM
Cross Timbers Royalty Trust,CRT信托,CRT
"Unum Therapeutics, Inc.","Unum Therapeutics, Inc.",UMRX
"VirTra, Inc.","VirTra, Inc.",VTSI
"WiMi Hologram Cloud, Inc.",微美全息,WIMI
"China Automotive Systems, Inc.",中国汽车系统股份公司,CAAS
Golden Arrow Merger Corp.,Golden Arrow Merger Corp.,GAMC
Eaton Vance Senior Income Trust,Eaton Vance Senior Income Trust,EVF
"7GC & Co. Holdings, Inc.","7GC & Co. Holdings, Inc.",VII
"The China Fund, Inc.",中国基金,CHN
FlexShares STOXX US ESG Impact Index Fund,FlexShares STOXX US ESG Impact Index Fund,ESG
"5E Advanced Materials, Inc.","5E Advanced Materials, Inc.",FEAM
Canna-Global Acquisition Corp.,Canna-Global Acquisition Corp.,CNGL
PowerUp Acquisition Corp.,PowerUp Acquisition Corp.,PWUP
"CBAK Energy Technology, Inc.",CBAK能源科技,CBAT
Calamos Global Total Return Fund,CGO基金,CGO
"Sio Gene Therapies, Inc.","Sio Gene Therapies, Inc.",AXGT
Noodles & Co.,Noodles & Co.,NDLS
"FitLife Brands, Inc.","FitLife Brands, Inc.",FTLF
MARS Acquisition Corp.,MARS Acquisition Corp.,MARX
"PCM Fund, Inc.","PCM Fund, Inc.",PCM
STRATTEC Security Corp.,STRATTEC Security Corp.,STRT
Scully Royalty Ltd.,Scully Royalty Ltd.,SRL
Ackrell SPAC Partners I Co.,Ackrell SPAC Partners I Co.,ACKIT
Beam Global,Beam Global,BEEM
"Richtech Robotics, Inc.","Richtech Robotics, Inc.",RR
Capitol Acquisition Corp. II ,Capitol Acquisition Corp. II ,CLAC
Tenx Keane Acquisition,Tenx Keane Acquisition,TENK
"Hancock Jaffe Laboratories, Inc.","Hancock Jaffe Laboratories, Inc.",HJLI
Bogota Financial Corp.,Bogota Financial Corp.,BSBK
DWS Strategic Municipal Income Trust,DWS市政债务基金,KSM
"Frequency Electronics, Inc.",高频电子,FEIM
The GDL Fund,The GDL Fund,GDL
Voya Emerging Markets High Dividend Equity Fund,Voya Emerging Markets High Dividend Equity Fund,IHD
Nebula Acquisition Corp.,Nebula Acquisition Corp.,NEBUW
"Pono Capital Three, Inc.","Pono Capital Three, Inc.",PTHR
Merida Merger Corp. I,Merida Merger Corp. I,MCMJ
Zevia PBC,Zevia PBC,ZVIA
Act II Global Acquisition Corp.,Act II Global Acquisition Corp.,ACTT
Managed Duration Investment Grade Municipal Fund,Managed Duration Investment Grade Municipal Fund,MZF
"Carisma Therapeutics, Inc.","Carisma Therapeutics, Inc.",CARM
"Shineco, Inc.",尚高,TYHT
Priveterra Acquisition Corp. II,Priveterra Acquisition Corp. II,PMGM
Tuscan Holdings Corp.,Tuscan Holdings Corp.,THCBU
"Provident Financial Holdings, Inc.","Provident Financial Holdings, Inc.",PROV
"Idaho Strategic Resources, Inc.","Idaho Strategic Resources, Inc.",IDR
WisdomTree Global High Dividend Fund,WisdomTree Global High Dividend Fund,DEW
"Pioneer Diversified High Income Fund, Inc.","Pioneer Diversified High Income Fund, Inc.",HNW
"XBP Europe Holdings, Inc.","XBP Europe Holdings, Inc.",XBP
"SYLA Technologies Co., Ltd.",先正达公司,SYT
Quadro Acquisition One Corp.,Quadro Acquisition One Corp.,QDRO
"Kaleyra, Inc.","Kaleyra, Inc.",KLR
Bellevue Life Sciences Acquisition Corp.,Bellevue Life Sciences Acquisition Corp.,BLAC
"Veru, Inc.","Veru, Inc.",VERU
"I.D. Systems, Inc.",编号系统,IDSY
Dogness (International) Corp.,多尼斯,DOGZ
Vox Royalty Corp.,Vox Royalty Corp.,VOXR
WisdomTree Europe Hedged SmallCap Equity Fund,WisdomTree Europe Hedged SmallCap Equity Fund,EUSC
Capstone Turbine Corp.,凯普斯通涡轮,CPST
"KORU Medical Systems, Inc.","KORU Medical Systems, Inc.",KRMD
Vuzix Corp.,Vuzix Corp.,VUZI
Bowen Acquisition Corp.,Bowen Acquisition Corp.,BOWN
"CM Finance, Inc.","CM Finance, Inc.",CMFN
MDB Capital Holdings LLC,MDB Capital Holdings LLC,MDBH
First Trust Small Cap Value AlphaDEX Fund,First Trust Small Cap Value AlphaDEX Fund,FYT
"Celadon Group, Inc.",萨拉东,CGI
Osiris Acquisition Corp.,Osiris Acquisition Corp.,OSI
Bowen Acquisition Corp.,Bowen Acquisition Corp.,BOWNU
Counter Press Acquisition Corp.,Counter Press Acquisition Corp.,CPAQ
"Annovis Bio, Inc.","Annovis Bio, Inc.",ANVS
Skillsoft Corp.,Skillsoft Corp.,SKIL
Trailblazer Merger Corp. I,Trailblazer Merger Corp. I,TBMC
Ignyte Acquisition Corp.,Ignyte Acquisition Corp.,IGNY
"ICZOOM Group, Inc.",拍明芯城,IZM
NioCorp Developments Ltd.,NioCorp Developments Ltd.,NB
CoreCard Corp.,CoreCard Corp.,CCRD
Golden Star Acquisition Corp.,Golden Star Acquisition Corp.,GODN
Battalion Oil Corp.,Battalion Oil Corp.,BATL
"Yatra Online, Inc.","Yatra Online, Inc.",YTRA
"Vacasa, Inc.","Vacasa, Inc.",VCSA
Nuveen Emerging Markets Debt 2022 Target Term Fund,Nuveen Emerging Markets Debt 2022 Target Term Fund,JEMD
Ignyte Acquisition Corp.,Ignyte Acquisition Corp.,IGNYU
"Rhinebeck Bancorp, Inc.","Rhinebeck Bancorp, Inc.",RBKB
Horizon Space Acquisition I Corp.,Horizon Space Acquisition I Corp.,HSPOU
MFS High Yield Municipal Trust,MFS High Yield Municipal Trust,CMU
Bridgford Foods Corp.,Bridgford Foods Corp.,BRID
FutureTech II Acquisition Corp.,FutureTech II Acquisition Corp.,FTII
Horizon Space Acquisition I Corp.,Horizon Space Acquisition I Corp.,HSPO
"NYIAX, Inc.",纽约-泛欧交易所集团,NYX
"SB Financial Group, Inc.","SB Financial Group, Inc.",SBFG
"Century Casinos, Inc.",世纪赌场,CNTY
"LivePerson, Inc.","LivePerson, Inc.",LPSN
"Five Star Senior Living, Inc.","Five Star Senior Living, Inc.",FVE
"Vaxxinity, Inc.","Vaxxinity, Inc.",VAXX
"LightInTheBox Holding Co., Ltd.",兰亭集势控股有限责任公司,LITB
Integrated Wellness Acquisition Corp.,Integrated Wellness Acquisition Corp.,WEL
"Velo3D, Inc.","Velo3D, Inc.",VLD
Osprey Energy Acquisition Corp.,Osprey Energy Acquisition Corp.,OSPR
"Nuveen Municipal Income Fund, Inc.",纽文市政收益基金,NMI
"Safety Shot, Inc.","Safety Shot, Inc.",SHOT
PhenixFIN Corp.,PhenixFIN Corp.,PFX
"Reviva Pharmaceuticals Holdings, Inc.","Reviva Pharmaceuticals Holdings, Inc.",RVPH
"Spero Therapeutics, Inc.","Spero Therapeutics, Inc.",SPRO
Disruptive Acquisition Corp. I,Disruptive Acquisition Corp. I,DISAU
Bancroft Fund Ltd.,Bancroft Fund Ltd.,BCV
Primech Holdings Ltd.,Primech Holdings Ltd.,PMEC
"First Capital, Inc.",第一资本,FCAP
Quetta Acquisition Corp.,Quetta Acquisition Corp.,QETAU
"Aimei Health Technology Co., Ltd.","Aimei Health Technology Co., Ltd.",AFJK
"AmTrust Financial Services, Inc. (New York)","AmTrust Financial Services, Inc. (New York)",AFST
ChaSerg Technology Acquisition Corp.,ChaSerg Technology Acquisition Corp.,CTACU
"KVH Industries, Inc. (Delaware)",KVH通信,KVHI
Quetta Acquisition Corp.,Quetta Acquisition Corp.,QETA
bleuacacia Ltd.,bleuacacia Ltd.,BLEU
"AcuityAds Holdings, Inc.","AcuityAds Holdings, Inc.",ATY
"HMN Financial, Inc.",HMN金融,HMNF
Bite Acquisition Corp.,Bite Acquisition Corp.,BITE
Chardan Healthcare Acquisition 2 Corp.,Chardan Healthcare Acquisition 2 Corp.,CHAQ
Altitude Acquisition Corp.,Altitude Acquisition Corp.,ALTU
Direxion Daily Homebuilders & Supplies Bull 3X Shares,Direxion Daily Homebuilders & Supplies Bull 3X Shares,NAIL
"Cardiol Therapeutics, Inc.","Cardiol Therapeutics, Inc.",CRDL
Drilling Tools International Corp. (US),Drilling Tools International Corp. (US),DTI
"SR Bancorp, Inc.","SR Bancorp, Inc.",SRBK
Glatfelter Corp.,PH格拉特费尔,GLT
LIFESCI ACQUISITION II CORP,LIFESCI ACQUISITION II CORP,LSAQ
"Command Center, Inc.","Command Center, Inc.",CCNI
Leisure Acquisition Corp.,Leisure Acquisition Corp.,LACQ
Eagle Growth & Income Opportunities Fund,Eagle Growth & Income Opportunities Fund,EGIF
Good Works II Acquisition Corp.,Good Works II Acquisition Corp.,GWII
"Globalink Investment, Inc.","Globalink Investment, Inc.",GLLI
OneConnect Financial Technology Co. Ltd.,深圳壹账通智能科技有限公司,OCFT
LifeVantage Corp.,LifeVantage Corp.,LFVN
ARYA Sciences Acquisition Corp. IV,ARYA Sciences Acquisition Corp. IV,ARYD
Iron Horse Acquisitions Corp.,Iron Horse Acquisitions Corp.,IROH
THL Credit Senior Loan Fund,THL Credit Senior Loan Fund,TSLF
"J.W. Mays, Inc.",梅斯物业,MAYS
Armada Acquisition Corp. I,Armada Acquisition Corp. I,AACI
"ProPhase Labs, Inc.","ProPhase Labs, Inc.",PRPH
"Assertio Holdings, Inc.","Assertio Holdings, Inc.",ASRT
Mural Oncology Plc,Mural Oncology Plc,MURA
"Eagle Point Income Co., Inc.","Eagle Point Income Co., Inc.",EIC
"Tortoise Power & Energy Infrastructure Fund, Inc.","Tortoise Power & Energy Infrastructure Fund, Inc.",TPZ
"China Xiangtai Food Co., Ltd.","China Xiangtai Food Co., Ltd.",PLIN
TMT Acquisition Corp.,TMT Acquisition Corp.,TMTCU
Onyx Acquisition Co. I,Onyx Acquisition Co. I,ONYX
"Global Star Acquisition, Inc.","Global Star Acquisition, Inc.",GLSTU
"AN2 Therapeutics, Inc.","AN2 Therapeutics, Inc.",ANTX
Williams Rowland Acquisition Corp.,Williams Rowland Acquisition Corp.,WRAC
Chardan Nextech Acquisition 2 Corp.,Chardan Nextech Acquisition 2 Corp.,CNTQ
Northern Revival Acquisition Corp.,Northern Revival Acquisition Corp.,NRAC
Roth CH Acquisition Co.,Roth CH Acquisition Co.,USCT
"Hyperfine, Inc.","Hyperfine, Inc.",HYPR
First Trust MLP & Energy Income Fund,First Trust MLP & Energy Income Fund,FEI
"Live Ventures, Inc.","Live Ventures, Inc.",LIVE
Kewaunee Scientific Corp.,基瓦尼科技,KEQU
Graf Acquisition Corp. IV,Graf Acquisition Corp. IV,GFOR
"CannTrust Holdings, Inc.","CannTrust Holdings, Inc.",CTST
"Fortress Biotech, Inc.","Fortress Biotech, Inc.",FBIOP
Feutune Light Acquisition Corp.,Feutune Light Acquisition Corp.,FLFV
TMT Acquisition Corp.,TMT Acquisition Corp.,TMTC
Belong Acquisition Corp.,Belong Acquisition Corp.,BLNGU
"Canoo, Inc.","Canoo, Inc.",GOEV
NXG Cushing Midstream Energy Fund,NXG Cushing Midstream Energy Fund,SRV
Northern Revival Acquisition Corp.,Northern Revival Acquisition Corp.,NRACU
"Aberdeen Chile Fund, Inc.","Aberdeen Chile Fund, Inc.",CH
KLR Energy Acquisition Corp. Class A Common Stock,KLR Energy Acquisition Corp. Class A Common Stock,KLRE
Iron Horse Acquisitions Corp.,Iron Horse Acquisitions Corp.,IROHU
ITUS Corp.,ITUS Corp.,ITUS
IDEX Biometrics ASA,IDEX Biometrics ASA,IDBA
"Aquinox Pharmaceuticals, Inc.","Aquinox Pharmaceuticals, Inc.",AQXP
"Berkeley Lights, Inc.","Berkeley Lights, Inc.",BLI
Twin Ridge Capital Acquisition Corp.,Twin Ridge Capital Acquisition Corp.,TRCA
ACRES Commercial Realty Corp.,ACRES Commercial Realty Corp.,ACR
PIMCO Global StocksPLUS & Income Fund,太平洋投资管理环球股票基金及收益,PGP
Baijiayun Group Ltd.,百家云,RTC
"Conn's, Inc.",科恩,CONN
10x Capital Venture Acquisition Corp. II,10x Capital Venture Acquisition Corp. II,VCXA
ExcelFin Acquisition Corp.,ExcelFin Acquisition Corp.,XFIN
"Lument Finance Trust, Inc.","Lument Finance Trust, Inc.",HCFT
enVVeno Medical Corp.,enVVeno Medical Corp.,NVNO
Swiftmerge Acquisition Corp.,Swiftmerge Acquisition Corp.,IVCP
Edify Acquisition Corp.,Edify Acquisition Corp.,EACPU
"Sotherly Hotels, Inc.","Sotherly Hotels, Inc.",SOHOO
"Global Star Acquisition, Inc.","Global Star Acquisition, Inc.",GLST
Fiduciary/Claymore Energy Infrastructure Fund,FMO基金,FMO
"Cue Biopharma, Inc.","Cue Biopharma, Inc.",CUE
"Sotherly Hotels, Inc.","Sotherly Hotels, Inc.",SOHON
Big 5 Sporting Goods Corp.,Big 5体育用品,BGFV
"Delcath Systems, Inc.","Delcath Systems, Inc.",DCTH
Allspring Utilities & High Income Fund,Allspring Utilities & High Income Fund,ERH
"Genasys, Inc.","Genasys, Inc.",GNSS
Beamr Imaging Ltd.,Beamr Imaging Ltd.,BMR
Mega Matrix Corp.,Mega Matrix Corp.,MPU
International Media Acquisition Corp.,International Media Acquisition Corp.,IMAQ
L&F Acquisition Corp.,L&F Acquisition Corp.,LNFA
"Illumin Holdings, Inc.","Illumin Holdings, Inc.",ILLM
Virtus Global Multi-Sector Income Fund,Virtus Global Multi-Sector Income Fund,VGI
